Strassenschluessel;Strasse;Ortsteil;Stadtteil;Polizei;Grundbuchschluessel;PLZ
S175;Schinkelstrasse, Nr. 1/25;413;Winterhude;33;425;22303
S176;Schippelsweg;318;Niendorf;24;307;22455
S177;Schipperort;137;Wilhelmsburg;44;716;21107
S178;Schipperstegel;606;Neuengamme;43;610;21039
S918;Schlachthofbruecke;;;;;
S918;von Hannoversche Strasse linke Seite bis Hoerstener Strasse  ;702;Harburg;46;799;21079
S918;von Hannoversche Strasse rechte Seite bis Hoerstener Strasse   ;705;Wilstorf;46;799;21079
S931;Schlachthofpassage;109;St. Pauli;16;120;20357
S180;Schlachthofstrasse, Nr. 1 und 3;702;Harburg;46;709;21079
S180;Schlachthofstrasse, Nr. 2 und 4/46;702;Harburg;46;718;21079
S181;Schlagbaumtwiete;219;Othmarschen;25;210;22605
S182;Schlagboom;515;Bramfeld;36;546;22179
S183;Schlagemihls Treppe;223;Blankenese;26;203;22587
S184;Schlangenkoppel;130;Billstedt;42;116;22117
S185;Schlankreye, Nr. 1/25 und 4;309;Eimsbuettel;17;303;20144
S185;Schlankreye, Nr. 24/40 und 27/73;313;Harvestehude;17;302;20144
S186;Schlankweg;226;Suelldorf;26;202;22589
S188;Schlatermundweg;136;Wilhelmsburg;44;716;21109
S189;Schlawer Weg;526;Rahlstedt;38;542;22143
S190;Schlebuschweg;603;Bergedorf;43;603;21029
----;Schleemer Bruecke;130;Billstedt;;;
S191;Schleemer Ring;130;Billstedt;42;117;22117
S192;Schleemer Weg;130;Billstedt;42;117;22117
S193;Schleemkoppel;130;Billstedt;42;117;22117
S194;Schleestrasse;202;Altona-Altstadt;21;215;22767
S195;Schlegelsweg;504;Eilbek;31;556;22089
S196;Schlehdornweg;431;Fuhlsbuettel;34;421;22335
S197;Schlehenweg;319;Schnelsen;24;308;22457
----;Schleidenbruecke;411;Winterhude;;;
----;Schleidenbruecke;419;Barmbek-Sued;;;
----;Schleidenbruecke;421;Barmbek-Sued;;;
----;Schleidenbruecke;427;Barmbek-Nord;;;
S198;Schleidenstrasse, Nr. 1/3;419;Barmbek-Sued;31;453;22083
S198;Schleidenstrasse, Nr. 2/6;421;Barmbek-Sued;31;453;22083
S199;Schlengendeich;137;Wilhelmsburg;44;716;21107
S834;Schlenzigstrasse;137;Wilhelmsburg;44;716;21107
S200;Schleswiger Damm;319;Schnelsen;24;308;22457
S201;Schleswiger Strasse;215;Bahrenfeld;25;212;22761
S202;Schlettstadter Strasse;425;Dulsberg;37;453;22049
S203;Schleusenbruecke, Nr. 1 und 10;108;Neustadt;14;114;20354
S203;von der Mitte der Bruecke bis Rathausmarkt;102;Hamburg-Altstadt;14;102;20095
S204;Schleusendamm, Nr. 11 und 20;610;Allermoehe;43;601;21037
S204;von Dove-Elbe bis Neuengammer Hausdeich;606;Neuengamme;43;610;21037
----;Schleusendammbruecke;606;Neuengamme;;;
----;Schleusendammbruecke;610;Allermoehe;;;
----;Schleusengrabenbruecke;602;Bergedorf;;;
S205;Schleusenhoern;610;Allermoehe;43;601;21037
S206;Schleusenredder, Nr. 1/1c;522;Duvenstedt;35;534;22397
S206;Schleusenredder, Nr. 2/10a und 3/23b;523;Wohldorf-Ohlstedt;35;535;22397
S207;Schleusenstieg;522;Duvenstedt;35;534;22397
S208;Schleusentwiete;519;Poppenbuettel;35;532;22399
S209;Schlickboege;523;Wohldorf-Ohlstedt;35;535;22397
S210;Schlicksweg;428;Barmbek-Nord;36;453;22307
S211;Schliemannstrasse;222;Nienstedten;26;205;22609
S880;Schlinckstrasse;137;Wilhelmsburg;44;716;21107
S213;Schloostrasse;141;Finkenwerder;47;106;21129
S212;Schloeperstieg;137;Wilhelmsburg;44;716;21107
S214;Schlossgarten, Nr. 1/35 und 6/34;510;Marienthal;37;552;22041
S214;Schlossgarten, Nr. 40/72 und 43/79;510;Marienthal;37;552;22043
S215;Schlosskoppel;514;Farmsen-Berne;38;545;22159
S216;Schlossmuehlendamm;702;Harburg;46;709;21073
S217;Schlossstrasse, Nr. 83/117 und 112;507;Wandsbek;37;552;22041
S217;Schlossstrasse, Nr. 2/110;510;Marienthal;37;552;22041
S217;von Wandsbeker Marktstrasse linke Seite bis Robert-Schuman-Bruecke  ;505;Wandsbek;37;552;22041
S218;Schluchtweg;430;Ohlsdorf;35;422;22337
S222;Schluisgrove;137;Wilhelmsburg;44;716;21107
S219;Schluesselblumenweg;320;Eidelstedt;27;305;22523
S220;Schlueterstrasse;312;Rotherbaum;17;301;20146
S221;Schlueueskamp;432;Langenhorn;34;420;22419
S224;Schmachthaeger Strasse, Nr. 1/57;429;Barmbek-Nord;36;453;22309
S224;Schmachthaeger Strasse, Nr. 2/70;516;Steilshoop;36;547;22309
S227;Schmahlsweg;526;Rahlstedt;38;543;22143
S228;Schmalenbecker Strasse;421;Barmbek-Sued;31;453;22083
S229;Schmalenbrook;321;Stellingen;27;304;22525
S230;Schmalenremen;525;Volksdorf;35;540;22359
S231;Schmalfelder Weg;432;Langenhorn;34;420;22417
S232;Schmalkaldener Strasse;216;Bahrenfeld;25;211;22761
S233;Schmarjestrasse;203;Altona-Altstadt;21;215;22767
S234;Schmidtkamp;219;Othmarschen;25;210;22605
S913;Schmidt-Rottluff-Weg;110;St. Pauli;16;120;22767
S235;Schmidts Breite;137;Wilhelmsburg;44;716;21107
S236;Schmidts Passage;203;Altona-Altstadt;21;215;22767
S237;Schmidtweg;603;Bergedorf;43;603;21029
S238;Schmiedeberger Weg;512;Jenfeld;38;550;22043
S919;Schmiedekoppel;318;Niendorf;24;306;22453
S239;Schmiedestrasse, Nr. 2;102;Hamburg-Altstadt;14;101;20095
S239;von Speersort linke Seite bis Domstrasse;101;Hamburg-Altstadt;14;101;20095
S240;Schmilinskystrasse;113;St. Georg;11;118;20099
S241;Schmuckshoehe;430;Ohlsdorf;36;423;22337
S243;Schmuckstrasse;110;St. Pauli;15;121;20359
----;Schmuggelbruecke;432;Langenhorn;;;
S245;Schmuggelstieg;432;Langenhorn;34;420;22419
S244;Schmueserstrasse;507;Wandsbek;37;552;22041
S246;Schnaakenmoor;227;Rissen;26;201;22559
S247;Schnackenburgallee, Nr. 4/100 und 5/81;215;Bahrenfeld;25;212;22525
S247;Schnackenburgallee, Nr. 112/202a und 119/223;320;Eidelstedt;25;305;22525
S247;von Ottensener Strasse 250m in nordwestliche Richtung;216;Bahrenfeld;25;211;22525
S248;Schneckenstieg;221;Osdorf;26;206;22549
S249;Schneeballweg;320;Eidelstedt;27;305;22523
S250;Schneegloeckchenweg;509;Wandsbek;37;552;22047
S251;Schneeheide;715;Neugraben-Fischbek;47;705;21149
S252;Schneehuhnkamp;526;Rahlstedt;38;541;22145
S253;Schneewittchenweg;130;Billstedt;42;116;22119
S254;Schneisenstrasse;526;Rahlstedt;38;541;22145
S255;Schnellstrasse;210;Altona-Nord;21;214;22765
S256;Schnelsener Weg, Nr. 1/41;320;Eidelstedt;27;305;22523
S256;Schnelsener Weg, Nr. 26/40;320;Eidelstedt;27;308;22523
S257;Schnelser Hoehe;319;Schnelsen;24;308;22459
S908;Schnepfenstieg;714;Hausbruch;47;707;21147
S258;Schneverdinger Weg;705;Wilstorf;46;709;21079
S259;Schnuckendrift;715;Neugraben-Fischbek;47;705;21149
S260;Schnudts Treppe;223;Blankenese;26;203;22587
S262;Schoenaich-Carolath-Strasse;218;Gross Flottbek;25;208;22607
S261;Schoefferstieg;130;Billstedt;42;117;22117
S272;Schomburgstrasse, Nr. 54a/122 und 73/131d;204;Altona-Altstadt;21;214;22767
S272;Schomburgstrasse, Nr. 1/37 und 6/50;205;Altona-Altstadt;21;214;22767
S263;Schoenbornreihe;128;Horn;42;110;22111
S264;Schoene Aussicht, Nr. 20-39;414;Uhlenhorst;31;454;22085
S264;Schoene Aussicht, Nr. 8-18;415;Uhlenhorst;31;454;22085
S265;Schoeneberger Strasse, Nr. 1/41 und 4/32;512;Jenfeld;38;550;22045
S265;Schoeneberger Strasse, Nr. 44;526;Rahlstedt;38;544;22045
S265;Schoeneberger Strasse, Nr. 50/140 und 55a/123;526;Rahlstedt;38;544;22149
S266;Schoenenfelder Strasse;136;Wilhelmsburg;44;716;21109
S267;Schoener Blick;224;Blankenese;26;204;22587
S268;Schoensberg;518;Sasel;35;539;22395
S269;Schoensbergredder;518;Sasel;35;539;22395
S271;Schoenweg;318;Niendorf;24;307;22453
S274;Schoolmesterkamp;525;Volksdorf;35;540;22359
S275;Schopbachweg;321;Stellingen;27;304;22527
S276;Schopenhauerweg;214;Ottensen;21;212;22765
S277;Schopenstehl;101;Hamburg-Altstadt;14;101;20095
S278;Schopstrasse;303;Eimsbuettel;23;303;20255
S279;Schorchtstrasse;701;Harburg;46;709;21073
S280;Schorrhoehe;603;Bergedorf;43;603;21029
S884;Schotstek;141;Finkenwerder;47;106;21129
S281;Schottmuellerstrasse;403;Eppendorf;23;426;20251
S878;Schottweg;416;Hohenfelde;31;455;22087
S282;Schrammsweg;404;Eppendorf;23;426;20249
S284;Schrankenweg;526;Rahlstedt;38;544;22143
S289;Schreberstrasse;406;Gross Borstel;23;419;22453
S290;Schregenhof;520;Hummelsbuettel;35;530;22339
S291;Schreinerweg;220;Lurup;25;208;22549
S862;Schreyerring;516;Steilshoop;36;547;22309
S292;Schroederstiftstrasse;311;Rotherbaum;17;301;20146
S854;Schroederstiftweg;311;Rotherbaum;17;301;20146
S293;Schroederstrasse;416;Hohenfelde;31;455;22087
S294;Schroedersweg;406;Gross Borstel;23;419;22453
S295;Schroetteringksweg;415;Uhlenhorst;31;454;22085
S296;Schubackstrasse;405;Eppendorf;23;426;20251
S297;Schubertstrasse;418;Barmbek-Sued;31;454;22083
S307;Schulauer Moorweg;227;Rissen;26;201;22559
S308;Schulauer Weg;227;Rissen;26;201;22559
S309;Schulberg;219;Othmarschen;25;210;22605
S310;Schulbergredder;519;Poppenbuettel;35;532;22399
S311;Schuldorffstrasse;603;Bergedorf;43;603;21029
S312;Schulenbeksweg;122;Hamm;41;108;20535
S313;Schulenbrooksweg;603;Bergedorf;43;603;21029
S314;Schulenburgring;601;Lohbruegge;43;608;21031
S845;Schulgartenweg;216;Bahrenfeld;25;211;22525
S315;Schulheide;715;Neugraben-Fischbek;47;705;21149
S316;Schulkamp;222;Nienstedten;26;205;22609
S318;Schulpfad;526;Rahlstedt;38;542;22143
S319;Schulredder;601;Lohbruegge;43;605;21033
S320;Schulten Immenbarg;223;Blankenese;26;203;22587
S321;Schulterblatt, Nr. 1/65 und 2/98;207;Sternschanze;16;120;20357
S321;Schulterblatt, Nr. 69/87;207;Sternschanze;16;213;20357
S321;Schulterblatt, Nr. 104/106;207;Sternschanze;16;303;20357
S321;Schulterblatt, Nr. 108/134 und 115/135;310;Eimsbuettel;23;303;20357
S322;Schultessdamm;517;Wellingsbuettel;35;531;22391
S323;Schultessstieg;517;Wellingsbuettel;35;531;22391
S324;Schultwiete;708;Sinstorf;46;719;21077
S326;Schultzweg;115;Hammerbrook;11;119;20097
S327;Schulweg, Nr. 43/47 und 46/50;305;Eimsbuettel;23;303;20259
S327;Schulweg, Nr. 1/41 und 16/38;306;Eimsbuettel;23;303;20259
S328;Schumacherstrasse;204;Altona-Altstadt;21;214;22767
S329;Schumacherwerder;138;Kleiner Grasbrook;2;113;20457
S330;Schumannstrasse;418;Barmbek-Sued;31;454;22083
S298;Schuemannweg;130;Billstedt;42;190;22117
S299;Schuenemannstieg;505;Wandsbek;37;552;22041
S300;Schuenenkoppel;523;Wohldorf-Ohlstedt;35;535;22397
S301;Schuerbeker Bogen;415;Uhlenhorst;31;454;22087
S302;Schuerbeker Strasse;415;Uhlenhorst;31;455;22087
S872;Schurekstrasse;516;Steilshoop;36;547;22309
----;Schurzalleebruecke;132;Rothenburgsort;;;
S331;Schurzallee-Mitte;126;Hamm;41;109;20537
S332;Schurzallee-Nord;125;Hamm;41;109;20537
S303;Schueslerweg;711;Heimfeld;46;711;21075
S333;Schusterberg;715;Neugraben-Fischbek;47;705;21149
S874;Schusterkoppel;519;Poppenbuettel;35;532;22399
S334;Schutenort;137;Wilhelmsburg;44;716;21107
S304;Schuetteneck;715;Neugraben-Fischbek;47;705;21147
S305;Schuettstrasse;702;Harburg;46;709;21073
S306;Schuetzenstrasse;215;Bahrenfeld;25;212;22761
S939;Schwabenplatz;116;Hammerbrook;41;119;20097
S335;Schwabenstieg;318;Niendorf;24;307;22455
S336;Schwalbenplatz;428;Barmbek-Nord;31;453;22307
S337;Schwalbenstrasse, Nr. 2/74 und 9/67;427;Barmbek-Nord;31;453;22305
S337;Schwalbenstrasse, Nr. 73/75;428;Barmbek-Nord;31;453;22305
S338;Schwalbenweg;318;Niendorf;24;307;22453
S946;Schwanenblumenplatz;130;Billstedt;42;116;22119
S339;Schwanenwik, Nr. 27-40;415;Uhlenhorst;31;455;22087
S339;Schwanenwik, Nr. 8-26;416;Hohenfelde;31;455;22087
----;Schwanenwikbruecke;415;Uhlenhorst;;;
----;Schwanenwikbruecke;416;Hohenfelde;;;
S340;Schwansenstrasse;424;Dulsberg;37;453;22049
S341;Schwartauer Strasse;406;Gross Borstel;23;419;22453
S342;Schwartenkamp;219;Othmarschen;25;210;22763
S343;Schwarzbuchenweg;517;Wellingsbuettel;35;531;22391
S344;Schwarzdornweg;517;Wellingsbuettel;35;531;22391
----;Schwarze Bruecke;117;Hammerbrook;;;
----;Schwarze Bruecke;132;Rothenburgsort;;;
S346;Schwarzenbeker Ring;526;Rahlstedt;38;544;22149
S347;Schwarzenberg;701;Harburg;46;709;21073
S348;Schwarzenbergstrasse;701;Harburg;46;709;21073
S349;Schwarzer Weg;516;Steilshoop;36;547;22309
S345;Schwarze Strasse;121;Hamm;41;108;20535
S350;Schwarzlosestrasse;506;Wandsbek;37;552;22041
S351;Schwarzpappelweg;517;Wellingsbuettel;35;531;22391
S352;Schwedenkamp;318;Niendorf;24;307;22453
S839;Schweenssand-Hauptdeich;703;Neuland;46;718;21079
S353;Schweidnitzer Strasse;512;Jenfeld;38;550;22045
S354;Schweimlerstrasse, Nr. 1-6;416;Hohenfelde;31;455;22087
S354;von Barcastrasse rechte Seite bis Sechslingspforte;113;St. Georg;31;118;22087
S864;Schweinesand -Elbinsel-;223;Blankenese;1;106;22587
S355;Schweinfurthweg;513;Tonndorf;38;549;22043
S356;Schwelmer Weg;432;Langenhorn;34;420;22419
S357;Schwenckestrasse, Nr. 68/102 und 81/119;302;Eimsbuettel;23;303;20255
S357;Schwenckestrasse, Nr. 1/7 und 2/10;303;Eimsbuettel;23;303;20257
S357;Schwenckestrasse, Nr. 14/62 und 17/65;303;Eimsbuettel;23;303;20255
S358;Schwengelkamp;219;Othmarschen;25;210;22763
S359;Schwentnerring;136;Wilhelmsburg;44;716;21109
S360;Schwenweg;432;Langenhorn;34;420;22417
S361;Schweriner Strasse, Nr. 1/17 und 2/12;526;Rahlstedt;38;544;22143
S361;Schweriner Strasse, Nr. 18/24 und 23/27;526;Rahlstedt;38;543;22143
S362;Schwersweg;613;Tatenberg;43;616;21037
S947;Schwertlilienweg;130;Billstedt;42;116;22119
S363;Schwetzer Gasse;425;Dulsberg;37;453;22049
S364;Schwindstrasse;218;Gross Flottbek;25;211;22607
S921;Schwingeweg;218;Gross Flottbek;25;211;22607
S366;Schwuebb;317;Lokstedt;23;306;22529
S367;Sebastiangasse;129;Horn;42;110;22111
S368;Sechslingspforte, Nr. 1/7 und 2;416;Hohenfelde;31;455;22087
S368;von Schweimlerstrasse rechte Seite bis Luebeckertordamm;113;St. Georg;31;118;22087
S369;Sechslingstreppe;223;Blankenese;26;203;22587
S370;Sedanstrasse;311;Rotherbaum;17;301;20146
S371;Sedelmannsbusch;520;Hummelsbuettel;35;530;22339
S927;Sedenkamp;522;Duvenstedt;35;534;22397
S372;Seeadlerstieg;130;Billstedt;42;117;22119
S373;Seebarg;521;Lemsahl-Mellingstedt;35;533;22397
S374;Seebargredder;521;Lemsahl-Mellingstedt;35;533;22397
S890;Seebargstieg;521;Lemsahl-Mellingstedt;35;533;22397
S853;Seebargwinkel;521;Lemsahl-Mellingstedt;35;533;22397
S375;Seebekring;515;Bramfeld;36;546;22177
S925;Seegelkenkehre;137;Wilhelmsburg;44;716;21107
S892;Seehafenbruecke;;;;;
S892;von Zur Seehafenbruecke bis Hoehe Buxtehuder Strasse;701;Harburg;46;799;21073
S892;von Karnapp bis Hoehe Blohmstrasse;702;Harburg;3;799;21079
S892;von Hoehe Buxtehuder Str. gabelnd bis Seehafenstr. und Hoehe Blohmstr. ;711;Heimfeld;3;799;21079
S377;Seehafenstrasse;711;Heimfeld;3;709;21079
S378;Seehof;717;Neuenfelde;47;703;21129
S379;Seehofallee;515;Bramfeld;36;546;22177
S380;Seehofring;717;Neuenfelde;47;703;21129
S381;Seehofweg;717;Neuenfelde;47;703;21129
S382;Seekamp;515;Bramfeld;36;546;22177
S383;Seemannshoeft;140;Waltershof;1;122;21129
S385;Seerosenweg;320;Eidelstedt;27;305;22523
S386;Seeschwalbentwiete;130;Billstedt;42;117;22119
S387;Seesrein;318;Niendorf;24;307;22459
S389;Seestrasse;218;Gross Flottbek;25;208;22607
S390;Seestuecken;710;Eissendorf;46;711;21077
S391;Seevedeich;704;Gut Moor;46;720;21079
S900;Seevepassage;702;Harburg;46;709;21073
S899;Seeveplatz;702;Harburg;46;709;21073
S392;Seevestrasse;702;Harburg;3;709;21079
S393;Seewartenstrasse, Nr. 2/6;106;Neustadt;14;115;20459
S393;Seewartenstrasse, Nr. 5/9 und 10;112;St. Pauli;15;115;20459
S393;von Zeughausstrasse/Rothesoodstrasse linke Seite bis Helgolaender Allee  ;105;Neustadt;14;115;20459
S394;Segeberger Chaussee;522;Duvenstedt;35;534;22397
S877;Segerfeld;521;Lemsahl-Mellingstedt;35;533;22397
S395;Seidelbastweg;320;Eidelstedt;27;305;22523
S396;Seilerstrasse;111;St. Pauli;15;121;20359
S399;Sellhopsweg;319;Schnelsen;24;308;22459
S400;Selliusstrasse;302;Eimsbuettel;23;303;20255
S401;Sellschopstieg;603;Bergedorf;43;603;21029
S402;Semnonenweg;318;Niendorf;24;307;22455
S403;Semperplatz;411;Winterhude;33;425;22303
S404;Semperstrasse, Nr. 51/93 und 56/90;411;Winterhude;33;425;22303
S404;Semperstrasse, Nr. 1/47 und 10/54;412;Winterhude;33;425;22303
S404;Semperstrasse, Nr. 2/8;413;Winterhude;33;425;22303
----;Sengelmannbruecke;407;Alsterdorf;;;
----;Sengelmannbruecke;430;Ohlsdorf;;;
S405;Sengelmannstrasse, Nr. 17/71 und 32;407;Alsterdorf;33;424;22297
S405;Sengelmannstrasse, Nr. 50;407;Alsterdorf;33;423;22297
S405;Sengelmannstrasse, Nr. 83/185;407;Alsterdorf;34;421;22335
S405;Sengelmannstrasse, Nr. 52/88;430;Ohlsdorf;34;421;22335
S405;von Gueterumgehungsbahn bis Hebebrandstrasse;408;Winterhude;33;424;22297
S406;Senke;518;Sasel;35;539;22393
S407;Sensburger Weg;509;Wandsbek;37;552;22049
S408;Sentastrasse;421;Barmbek-Sued;31;453;22083
S920;Sergio-de-Simone-Stieg;319;Schnelsen;24;308;22457
----;Serrahnbruecke;602;Bergedorf;;;
S409;Serrahnstrasse;602;Bergedorf;43;603;21029
S410;Sesamweg;130;Billstedt;42;116;22119
S411;Sethweg;318;Niendorf;24;307;22455
S412;Setzergasse;130;Billstedt;42;117;22117
S413;Seumestrasse;504;Eilbek;31;556;22089
S414;Seyboldstrasse;601;Lohbruegge;43;608;21033
S415;Seydeckreihe;510;Marienthal;37;552;22043
S943;Shanghaiallee, Nr. 1 und 2;103;HafenCity;14;102;20457
S943;Shanghaiallee, Nr. 6/14 und 7/9;104;HafenCity;14;102;20457
S945;Shanghaibruecke;103;HafenCity;14;102;20457
S945;Shanghaibruecke;104;HafenCity;14;102;20457
S416;Sibbertstrasse;223;Blankenese;26;203;22587
S835;Sibeliusstrasse;216;Bahrenfeld;25;211;22761
S417;Sichter;603;Bergedorf;43;603;21029
S418;Sickerkoppel;518;Sasel;35;539;22395
S419;Siebenbruederweide;136;Wilhelmsburg;44;716;21109
S420;Siebenbuchen, Nr. 2/16b;224;Blankenese;26;204;22587
S420;Siebenbuchen, Nr. 18/48;224;Blankenese;26;202;22587
S420;Siebenbuchen, Nr. 1/63 und 50/64;226;Suelldorf;26;202;22587
S421;Siebeneichen;432;Langenhorn;34;420;22415
S422;Siebenschoen;317;Lokstedt;23;306;22529
S423;Siebensternweg;318;Niendorf;24;307;22453
S424;Siebenweg;223;Blankenese;26;203;22587
S425;Sieberlingstrasse;222;Nienstedten;26;205;22609
S426;Siedenfelder Weg, Nr. 155/167;135;Wilhelmsburg;44;716;21109
S426;Siedenfelder Weg, Nr. 55/101 und 64/114;136;Wilhelmsburg;44;716;21109
S427;Siedlersruh;136;Wilhelmsburg;44;716;21109
S428;Siegfriedstrasse;227;Rissen;26;201;22559
S935;Siegfried-Wedells-Platz;312;Rotherbaum;17;301;20354
S429;Siegrunweg;227;Rissen;26;201;22559
S430;Sieker Landstrasse, Nr. 2/130 und 5/59b;526;Rahlstedt;38;543;22143
S430;Sieker Landstrasse, Nr. 115/119;526;Rahlstedt;38;542;22143
S431;Siekkamp;518;Sasel;35;539;22393
S432;Siekreystrasse;319;Schnelsen;24;308;22459
S433;Sieldeich;134;Veddel;44;124;20539
S435;Siemersplatz;317;Lokstedt;23;306;22529
S436;Siemssenstrasse;405;Eppendorf;23;426;20251
S437;Sierichstrasse, Nr. 111/191 und 130b/172;409;Winterhude;33;425;22299
S437;Sierichstrasse, Nr. 81/101b und 96/130;410;Winterhude;33;425;22299
S437;Sierichstrasse, Nr. 92/94;410;Winterhude;33;425;22301
S437;Sierichstrasse, Nr. 1/75 und 4/90;413;Winterhude;33;425;22301
----;Sierichstrassenbruecke;413;Winterhude;;;
S438;Sierksdorfer Strasse;526;Rahlstedt;38;544;22147
S439;Sietwende;609;Reitbrook;43;614;21037
S440;Sievekingdamm, Nr. 7/49;121;Hamm;41;108;20535
S440;Sievekingdamm, Nr. 20/88 und 51/57;122;Hamm;41;108;20535
S441;Sievekingplatz;106;Neustadt;14;114;20355
S442;Sievekingsallee, Nr. 1/35 und 2/44;121;Hamm;41;108;20535
S442;Sievekingsallee, Nr. 39/61 und 46/60;122;Hamm;41;108;20535
S442;Sievekingsallee, Nr. 68/114d und 69/111;123;Hamm;41;108;20535
S442;Sievekingsallee, Nr. 144a/218 und 147a/213;129;Horn;42;110;22111
S443;Sieversstuecken, Nr. 3;226;Suelldorf;26;202;22589
S443;von S-Bahn linke Seite bis Krankenhausgelaende;227;Rissen;26;201;22589
S444;Sievertstrasse;217;Bahrenfeld;25;211;22607
S446;Silberberg;130;Billstedt;42;117;22119
S447;Silberdistelweg, Nr. 1/9;519;Poppenbuettel;35;532;22391
S447;Silberdistelweg, Nr. 2/10;520;Hummelsbuettel;35;530;22391
S448;Silberpappelstieg;432;Langenhorn;34;420;22415
S449;Silbersackstrasse;112;St. Pauli;15;121;20359
S911;Silbersacktwiete;112;St. Pauli;15;121;20359
S450;Silcherstrasse;216;Bahrenfeld;25;211;22761
S451;Sillemstrasse, Nr. 69/89 und 74/108;301;Eimsbuettel;23;303;20257
S451;Sillemstrasse, Nr. 1/67 und 2a/72;303;Eimsbuettel;23;303;20257
S922;Siloahweg;319;Schnelsen;24;308;22457
S452;Similiberg;130;Billstedt;42;117;22119
S453;Simon-von-Utrecht-Strasse, Nr. 111-113;110;St. Pauli;15;121;22767
S453;Simon-von-Utrecht-Strasse, Nr. 1-91;111;St. Pauli;15;121;20359
S926;Simon-Wannewitz-Ring;320;Eidelstedt;27;305;22523
S454;Simrockstrasse, Nr. 1/31 und 2/40a;223;Blankenese;26;204;22587
S454;Simrockstrasse, Nr. 35/197 und 42a/190;225;Iserbrook;26;204;22589
----;Singapurbruecke;408;Winterhude;;;
S942;Singapurstrasse;103;HafenCity;14;102;20457
S852;Singapurweg;408;Winterhude;33;424;22297
S455;Singdrosselweg;710;Eissendorf;46;711;21077
S456;Singelmannsweg;513;Tonndorf;38;549;22045
S457;Sinstorfer Kirchweg, Nr. 2/92 und 19/65a;708;Sinstorf;46;719;21077
S457;Sinstorfer Kirchweg, Nr. 94/96a;708;Sinstorf;46;721;21077
S458;Sinstorfer Weg, Nr. 54a/92 und 67/91a;708;Sinstorf;46;719;21077
S458;Sinstorfer Weg, Nr. 8/40 und 15/35;709;Marmstorf;46;721;21077
S459;Siriusweg;517;Wellingsbuettel;35;531;22391
----;Skagerrakbruecke;407;Alsterdorf;;;
S460;Skaldenweg;526;Rahlstedt;38;541;22145
----;Slamatjenbruecke;102;Hamburg-Altstadt;;;
----;Slamatjenbruecke;107;Neustadt;;;
S461;Slebuschstieg;125;Hamm;41;109;20537
S462;Slevogtstieg;219;Othmarschen;25;210;22605
S883;Slipstek;141;Finkenwerder;47;106;21129
S463;Slomanstieg;134;Veddel;44;124;20539
S464;Slomanstrasse;134;Veddel;44;124;20539
S465;Smidtstrasse;123;Hamm;41;108;20535
S466;Snitgerreihe;129;Horn;42;110;22111
S467;Snitgerstieg;129;Horn;42;110;22111
S468;Snittershofstieg;709;Marmstorf;46;721;21077
S471;Soebendieken;222;Nienstedten;26;205;22609
S469;Sodenkamp, Nr. 2a/32 und 3/17a;430;Ohlsdorf;35;423;22337
S469;Sodenkamp, Nr. 19/67 und 34/68;430;Ohlsdorf;35;422;22337
S469;Sodenkamp, Nr. 70/76;430;Ohlsdorf;35;422;22391
S469;Sodenkamp, Nr. 69/79 und 78;517;Wellingsbuettel;35;531;22391
S470;Sodentwiete;430;Ohlsdorf;35;422;22337
S472;Soederblomstrasse;513;Tonndorf;38;549;22045
S475;Soester Strasse;114;St. Georg;11;118;20099
S476;Sohrhof;218;Gross Flottbek;25;208;22607
S477;Sohrhofkamp;218;Gross Flottbek;25;208;22607
S478;Soldkampweg;526;Rahlstedt;38;541;22145
S479;Solferinostrasse;432;Langenhorn;34;420;22417
S481;Solinger Weg;432;Langenhorn;34;420;22419
S482;Sollkehre;515;Bramfeld;36;546;22179
S484;Soltauer Ring;705;Wilstorf;46;709;21079
S485;Soltaus Allee;515;Bramfeld;36;546;22179
S486;Soltaustrasse;603;Bergedorf;43;603;21029
S487;Soltstuecken;431;Fuhlsbuettel;34;421;22335
S488;Sommerhuder Strasse;208;Altona-Nord;21;213;22769
S489;Sommerkamp;430;Ohlsdorf;36;423;22335
S490;Sommerpfad;519;Poppenbuettel;35;532;22395
S491;Sommerweg;220;Lurup;25;207;22547
